sentence,tokens,tags,Indicator
"At 10:30 AM, the token qwertyuiopasdfghjklzxcvbnm_67890 was activated at IP 192.0.2.35 in Amsterdam.","['At', '10:30', 'AM', ',', 'the', 'token', 'qwertyuiopasdfghjklzxcvbnm_67890', 'was', 'activated', 'at', 'IP', '192.0.2.35', 'in', 'Amsterdam', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
Tesla's token lkjhgfdsapoiuytrewqzxcvbnm_789012 was connected to IP 172.217.11.30 in Palo Alto.,"['Tesla', ""'s"", 'token', 'lkjhgfdsapoiuytrewqzxcvbnm_789012', 'was', 'connected', 'to', 'IP', '172.217.11.30', 'in', 'Palo', 'Alto', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
The token qazwsxedcrfvtgbyhnujmikolp_345678 was scanned from IP 198.51.100.50 in Miami yesterday.,"['The', 'token', 'qazwsxedcrfvtgbyhnujmikolp_345678', 'was', 'scanned', 'from', 'IP', '198.51.100.50', 'in', 'Miami', 'yesterday', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'B-tim', 'O']",True
Mark Zuckerberg's token zxcvbnmasdfghjklqwertyuiop_789012 was compromised at IP 203.0.113.100 during the New York summit.,"['Mark', 'Zuckerberg', ""'s"", 'token', 'zxcvbnmasdfghjklqwertyuiop_789012', 'was', 'compromised', 'at', 'IP', '203.0.113.100', 'during', 'the', 'New', 'York', 'summit', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",True
Amazon's server reported the token 9ab8c7d6e5f4g3h2i1j0klmn-opqrstu at 10.0.0.45 during the meeting in Berlin.,"['Amazon', ""'s"", 'server', 'reported', 'the', 'token', '9ab8c7d6e5f4g3h2i1j0klmn-opqrstu', 'at', '10.0.0.45', 'during', 'the', 'meeting', 'in', 'Berlin', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Jessica sent credential x7v6w5u4t3s2r1q0p9o8n7mlk-jihgfedcba from 172.217.3.110 before noon in San Francisco.,"['Jessica', 'sent', 'credential', 'x7v6w5u4t3s2r1q0p9o8n7mlk-jihgfedcba', 'from', '172.217.3.110', 'before', 'noon', 'in', 'San', 'Francisco', '.']","['B-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O', 'B-geo', 'I-geo', 'O']",True
"On Tuesday, the user accessed system with key uvwxyz12345abcdef-ghijklmno from 2607:f8b0:4005:805::200e.","['On', 'Tuesday', ',', 'the', 'user', 'accessed', 'system', 'with', 'key', 'uvwxyz12345abcdef-ghijklmno', 'from', '2607:f8b0:4005:805::200e', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The IP address 192.0.2.146 was used by Elon Musk to verify the code qwertyuiopasdfghjklzxcvbnm1234.,"['The', 'IP', 'address', '192.0.2.146', 'was', 'used', 'by', 'Elon', 'Musk', 'to', 'verify', 'the', 'code', 'qwertyuiopasdfghjklzxcvbnm1234', '.']","['O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-Token', 'O']",True
Credential 1a2b3c4d5e6f7g8h9i0jklmnopqrstu was authenticated at the headquarters of Microsoft in Seattle.,"['Credential', '1a2b3c4d5e6f7g8h9i0jklmnopqrstu', 'was', 'authenticated', 'at', 'the', 'headquarters', 'of', 'Microsoft', 'in', 'Seattle', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-gpe', 'O']",True
"Yesterday, the token z1x2c3v4b5n6m7a8s9d0fqwer-tyuio was used from 203.0.113.76 in New York City.","['Yesterday', ',', 'the', 'token', 'z1x2c3v4b5n6m7a8s9d0fqwer-tyuio', 'was', 'used', 'from', '203.0.113.76', 'in', 'New', 'York', 'City', '.']","['B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
Google's security team verified the random string 4r5e6t7y8u9i0opasdfghjkl-zxcvbnm from IP 198.51.100.23 yesterday.,"['Google', ""'s"", 'security', 'team', 'verified', 'the', 'random', 'string', '4r5e6t7y8u9i0opasdfghjkl-zxcvbnm', 'from', 'IP', '198.51.100.23', 'yesterday', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'B-tim', 'O']",True
Michael Johnson accessed the platform with code asdfghjklqwertyuiopzxcvbnm1234567890 at 172.31.255.255 on Friday.,"['Michael', 'Johnson', 'accessed', 'the', 'platform', 'with', 'code', 'asdfghjklqwertyuiopzxcvbnm1234567890', 'at', '172.31.255.255', 'on', 'Friday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The server located in Paris received the key qwertyuiopasdfghjklzxcvbnm0987654321 from 2400:cb00:2048:1::c629:d7a2.,"['The', 'server', 'located', 'in', 'Paris', 'received', 'the', 'key', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'from', '2400:cb00:2048:1::c629:d7a2', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
"On Sunday, the organization OpenAI verified token 1234567890abcdef-ghijklmnopqrstu from IP 192.168.0.101.","['On', 'Sunday', ',', 'the', 'organization', 'OpenAI', 'verified', 'token', '1234567890abcdef-ghijklmnopqrstu', 'from', 'IP', '192.168.0.101', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O']",True
The code abcdef1234567890ghijklmnopqrs was sent by Alice to 10.10.10.10 during the conference in London.,"['The', 'code', 'abcdef1234567890ghijklmnopqrs', 'was', 'sent', 'by', 'Alice', 'to', '10.10.10.10', 'during', 'the', 'conference', 'in', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Credential 09azxswedcvfrtgbnhyujmikolp-1234567890 was authenticated by the team at 172.20.10.5 in Chicago.,"['Credential', '09azxswedcvfrtgbnhyujmikolp-1234567890', 'was', 'authenticated', 'by', 'the', 'team', 'at', '172.20.10.5', 'in', 'Chicago', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
The IP 198.51.100.42 was used to verify token zxcvbnmlkjhgfdsa0987654321qwertyuiop in the New Delhi office.,"['The', 'IP', '198.51.100.42', 'was', 'used', 'to', 'verify', 'token', 'zxcvbnmlkjhgfdsa0987654321qwertyuiop', 'in', 'the', 'New', 'Delhi', 'office', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",True
Dr. Sarah Connor sent the token mnbvcxzlkjhgfdsapoiuytrewq1234567890 from 203.0.113.5 on Wednesday.,"['Dr.', 'Sarah', 'Connor', 'sent', 'the', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq1234567890', 'from', '203.0.113.5', 'on', 'Wednesday', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Facebook's system logged in with key poiuytrewqlkjhgfdsamnbvcxz0987654321 at 172.16.254.3 during the summit in Rome.,"['Facebook', ""'s"", 'system', 'logged', 'in', 'with', 'key', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'at', '172.16.254.3', 'during', 'the', 'summit', 'in', 'Rome', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
The random token q1w2e3r4t5y6u7i8o9pasdfghjklzxcvbnm was used at IP address 198.18.0.1 yesterday.,"['The', 'random', 'token', 'q1w2e3r4t5y6u7i8o9pasdfghjklzxcvbnm', 'was', 'used', 'at', 'IP', 'address', '198.18.0.1', 'yesterday', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'B-tim', 'O']",True
Amazon Web Services authenticated the code lkjhgfdsapoiuytrewqzxcmvbnm1234567890 from 2404:6800:4004:80a::200e.,"['Amazon', 'Web', 'Services', 'authenticated', 'the', 'code', 'lkjhgfdsapoiuytrewqzxcmvbnm1234567890', 'from', '2404:6800:4004:80a::200e', '.']","['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The engineer used token 1234abcd5678efghijklmnopqrs-tuvwxyz09876 to access the system from 10.255.255.254.,"['The', 'engineer', 'used', 'token', '1234abcd5678efghijklmnopqrs-tuvwxyz09876', 'to', 'access', 'the', 'system', 'from', '10.255.255.254', '.']","['O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
"At 9AM, the token asdfghjklqwertyzxcvbnm1234567890-09876 was verified by IBM in New Jersey.","['At', '9AM', ',', 'the', 'token', 'asdfghjklqwertyzxcvbnm1234567890-09876', 'was', 'verified', 'by', 'IBM', 'in', 'New', 'Jersey', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-gpe', 'I-gpe', 'O']",True
Steve Jobs sent credential qwertyuiopasdfghjklzxcvbnm1234567890 from 192.0.2.1 on Monday.,"['Steve', 'Jobs', 'sent', 'credential', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'from', '192.0.2.1', 'on', 'Monday', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token 0a1b2c3d4e5f6g7h8i9jklmnopqrstuvwx was accessed in the data center located in Houston.,"['The', 'token', '0a1b2c3d4e5f6g7h8i9jklmnopqrstuvwx', 'was', 'accessed', 'in', 'the', 'data', 'center', 'located', 'in', 'Houston', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O']",True
IBM verified the IP 203.0.113.60 and the code zxcvbnmasdfghjklqwertyuiop1234567890- on Friday.,"['IBM', 'verified', 'the', 'IP', '203.0.113.60', 'and', 'the', 'code', 'zxcvbnmasdfghjklqwertyuiop1234567890-', 'on', 'Friday', '.']","['B-org', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'B-tim', 'O']",True
The token edcba9876543210poiuytrewqlkjhgfdsamznx was sent from 172.18.0.2 during the event in Miami.,"['The', 'token', 'edcba9876543210poiuytrewqlkjhgfdsamznx', 'was', 'sent', 'from', '172.18.0.2', 'during', 'the', 'event', 'in', 'Miami', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-gpe', 'O']",True
"During the meeting, credential lkjhgfdsamnbvcxzpoiuytrewq0987654321 was verified at 10.1.1.1 in Toronto.","['During', 'the', 'meeting', ',', 'credential', 'lkjhgfdsamnbvcxzpoiuytrewq0987654321', 'was', 'verified', 'at', '10.1.1.1', 'in', 'Toronto', '.']","['O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
The IP 198.162.0.5 was used by Mark Zuckerberg to authenticate token qwertyuiopasdfghjklzxcvbnm123456.,"['The', 'IP', '198.162.0.5', 'was', 'used', 'by', 'Mark', 'Zuckerberg', 'to', 'authenticate', 'token', 'qwertyuiopasdfghjklzxcvbnm123456', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O']",True
"At noon, the user sent token 12345qwertyuiopasdfghjklzxcvbnm-67890 from 2606:4700:4700::1111 in Seattle.","['At', 'noon', ',', 'the', 'user', 'sent', 'token', '12345qwertyuiopasdfghjklzxcvbnm-67890', 'from', '2606:4700:4700::1111', 'in', 'Seattle', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
Apple's security system verified the token zxcvbnmlkjhgfdsa0987654321poiuytrewq from 192.88.99.1.,"['Apple', ""'s"", 'security', 'system', 'verified', 'the', 'token', 'zxcvbnmlkjhgfdsa0987654321poiuytrewq', 'from', '192.88.99.1', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The key abcdefghijklmnopqrstuvwxyz1234567890token was authenticated by Google in Paris.,"['The', 'key', 'abcdefghijklmnopqrstuvwxyz1234567890token', 'was', 'authenticated', 'by', 'Google', 'in', 'Paris', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-geo', 'O']",True
"On Monday, the token qwertyuiopasdfghjklzxcvbnm0987654321 was sent from IP 203.0.113.15 to the New York office.","['On', 'Monday', ',', 'the', 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'was', 'sent', 'from', 'IP', '203.0.113.15', 'to', 'the', 'New', 'York', 'office', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",True
Microsoft received the code mnbvcxzlkjhgfdsapoiuytrewq0987654321 from 172.217.10.14 in Boston.,"['Microsoft', 'received', 'the', 'code', 'mnbvcxzlkjhgfdsapoiuytrewq0987654321', 'from', '172.217.10.14', 'in', 'Boston', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
Credential 1234567890qwertyuiopasdfghjklzxcvbnm was verified by Sarah Connor at 10.10.10.10.,"['Credential', '1234567890qwertyuiopasdfghjklzxcvbnm', 'was', 'verified', 'by', 'Sarah', 'Connor', 'at', '10.10.10.10', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-IP', 'O']",True
The server located in Berlin received token zxcvbnmasdfghjklqwertyuiop0987654321 from 2607:f8b0:4005:805::200e.,"['The', 'server', 'located', 'in', 'Berlin', 'received', 'token', 'zxcvbnmasdfghjklqwertyuiop0987654321', 'from', '2607:f8b0:4005:805::200e', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The user authenticated the token 0987654321poiuytrewqlkjhgfdsamnbvcxz from IP 198.51.100.42.,"['The', 'user', 'authenticated', 'the', 'token', '0987654321poiuytrewqlkjhgfdsamnbvcxz', 'from', 'IP', '198.51.100.42', '.']","['O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O']",True
"At 8PM, credential asdfghjklzxcvbnmqwertyuiop1234567890 was sent from 192.0.2.146 to the London office.","['At', '8PM', ',', 'credential', 'asdfghjklzxcvbnmqwertyuiop1234567890', 'was', 'sent', 'from', '192.0.2.146', 'to', 'the', 'London', 'office', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
The random token poiuytrewqlkjhgfdsamnbvcxz0987654321 was verified by IBM in New York City.,"['The', 'random', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'verified', 'by', 'IBM', 'in', 'New', 'York', 'City', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
Google verified the IP 2400:cb00:2048:1::c629:d7a2 and the token qwertyuiopasdfghjklzxcvbnm0987654321.,"['Google', 'verified', 'the', 'IP', '2400:cb00:2048:1::c629:d7a2', 'and', 'the', 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', '.']","['B-org', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O']",True
Michael sent credential 1qaz2wsx3edc4rfv5tgb6yhnmjukilop from IP 10.0.0.1 on Saturday.,"['Michael', 'sent', 'credential', '1qaz2wsx3edc4rfv5tgb6yhnmjukilop', 'from', 'IP', '10.0.0.1', 'on', 'Saturday', '.']","['B-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Credential qazwsxedcrfvtgbyhnujmikolp1234567890 was verified in the Microsoft office at 198.51.100.23.,"['Credential', 'qazwsxedcrfvtgbyhnujmikolp1234567890', 'was', 'verified', 'in', 'the', 'Microsoft', 'office', 'at', '198.51.100.23', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-IP', 'O']",True
The token mnbvcxzlkjhgfdsapoiuytrewq0987654321 was used from 172.217.0.46 during the event in Seattle.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq0987654321', 'was', 'used', 'from', '172.217.0.46', 'during', 'the', 'event', 'in', 'Seattle', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-gpe', 'O']",True
Facebook logged access at IP 192.168.1.100 using the key zxcvbnmasdfghjklqwertyuiop0987654321.,"['Facebook', 'logged', 'access', 'at', 'IP', '192.168.1.100', 'using', 'the', 'key', 'zxcvbnmasdfghjklqwertyuiop0987654321', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O']",True
Elon Musk accessed the server with token abcdefghijklmnopqrstuvwxyz1234567890 from 203.0.113.42.,"['Elon', 'Musk', 'accessed', 'the', 'server', 'with', 'token', 'abcdefghijklmnopqrstuvwxyz1234567890', 'from', '203.0.113.42', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
Credential 1234abcd5678efghijklmnopqrs-tuvwxyz09876 was authenticated in the headquarters of Google.,"['Credential', '1234abcd5678efghijklmnopqrs-tuvwxyz09876', 'was', 'authenticated', 'in', 'the', 'headquarters', 'of', 'Google', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']",True
The IP 198.51.100.12 was used to verify token qwertyuiopasdfghjklzxcvbnm0987654321 in New York City.,"['The', 'IP', '198.51.100.12', 'was', 'used', 'to', 'verify', 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'in', 'New', 'York', 'City', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
Dr. John Smith sent the token mnbvcxzlkjhgfdsapoiuytrewq0987654321 from 203.0.113.5 on Wednesday.,"['Dr.', 'John', 'Smith', 'sent', 'the', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq0987654321', 'from', '203.0.113.5', 'on', 'Wednesday', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Facebook's server logged in with key poiuytrewqlkjhgfdsamnbvcxz0987654321 at 172.16.254.3 during the summit in Rome.,"['Facebook', ""'s"", 'server', 'logged', 'in', 'with', 'key', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'at', '172.16.254.3', 'during', 'the', 'summit', 'in', 'Rome', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
The random token q1w2e3r4t5y6u7i8o9pasdfghjklzxcvbnm was used at IP address 198.18.0.1 yesterday.,"['The', 'random', 'token', 'q1w2e3r4t5y6u7i8o9pasdfghjklzxcvbnm', 'was', 'used', 'at', 'IP', 'address', '198.18.0.1', 'yesterday', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'B-tim', 'O']",True
Amazon Web Services authenticated the code lkjhgfdsapoiuytrewqzxcmvbnm1234567890 from 2404:6800:4004:80a::200e.,"['Amazon', 'Web', 'Services', 'authenticated', 'the', 'code', 'lkjhgfdsapoiuytrewqzxcmvbnm1234567890', 'from', '2404:6800:4004:80a::200e', '.']","['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The engineer used token 1234abcd5678efghijklmnopqrs-tuvwxyz09876 to access the system from 10.255.255.254.,"['The', 'engineer', 'used', 'token', '1234abcd5678efghijklmnopqrs-tuvwxyz09876', 'to', 'access', 'the', 'system', 'from', '10.255.255.254', '.']","['O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
"At 9AM, the token asdfghjklqwertyzxcvbnm1234567890-09876 was verified by IBM in New Jersey.","['At', '9AM', ',', 'the', 'token', 'asdfghjklqwertyzxcvbnm1234567890-09876', 'was', 'verified', 'by', 'IBM', 'in', 'New', 'Jersey', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-gpe', 'I-gpe', 'O']",True
Steve Jobs sent credential qwertyuiopasdfghjklzxcvbnm1234567890 from 192.0.2.1 on Monday.,"['Steve', 'Jobs', 'sent', 'credential', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'from', '192.0.2.1', 'on', 'Monday', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Amazon's server received the token 9xw8v7u6t5r4q3p2_lkji0 from IP 203.0.113.195 during the event in Seattle.,"['Amazon', ""'s"", 'server', 'received', 'the', 'token', '9xw8v7u6t5r4q3p2_lkji0', 'from', 'IP', '203.0.113.195', 'during', 'the', 'event', 'in', 'Seattle', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
"In Berlin, the credential fghj7890_klmn-12345 was used to access 10.10.10.10 at midnight.","['In', 'Berlin', ',', 'the', 'credential', 'fghj7890_klmn-12345', 'was', 'used', 'to', 'access', '10.10.10.10', 'at', 'midnight', '.']","['O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token p0o9i8u7y6t5r4e3-wqazx was sent from 172.20.10.5 to the headquarters of Microsoft in Redmond.,"['The', 'token', 'p0o9i8u7y6t5r4e3-wqazx', 'was', 'sent', 'from', '172.20.10.5', 'to', 'the', 'headquarters', 'of', 'Microsoft', 'in', 'Redmond', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-geo', 'O']",True
"Yesterday, CEO Satya Nadella logged in using the code asdfqwer_12345-67890 from 2607:f8b0:4005:805::200e.","['Yesterday', ',', 'CEO', 'Satya', 'Nadella', 'logged', 'in', 'using', 'the', 'code', 'asdfqwer_12345-67890', 'from', '2607:f8b0:4005:805::200e', '.']","['B-tim', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
"During the conference in New York, the encrypted token zxcvbnm_09876-asdfgh was validated with IP 198.51.100.22.","['During', 'the', 'conference', 'in', 'New', 'York', ',', 'the', 'encrypted', 'token', 'zxcvbnm_09876-asdfgh', 'was', 'validated', 'with', 'IP', '198.51.100.22', '.']","['O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
"At 14:30, the token nm9k8j7h6g5f4d3s2-aqwer was received from 192.0.2.44 during the summit in Paris.","['At', '14:30', ',', 'the', 'token', 'nm9k8j7h6g5f4d3s2-aqwer', 'was', 'received', 'from', '192.0.2.44', 'during', 'the', 'summit', 'in', 'Paris', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Google's engineer used a key 7yu8i9o0p-asdfghjk_lmn12 to connect from 172.31.255.255 in California.,"['Google', ""'s"", 'engineer', 'used', 'a', 'key', '7yu8i9o0p-asdfghjk_lmn12', 'to', 'connect', 'from', '172.31.255.255', 'in', 'California', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
Angela Merkel accessed the system using token qwer1234_asdf5678-zxcvbn from IP 10.0.0.1 on Tuesday.,"['Angela', 'Merkel', 'accessed', 'the', 'system', 'using', 'token', 'qwer1234_asdf5678-zxcvbn', 'from', 'IP', '10.0.0.1', 'on', 'Tuesday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The encrypted credential asdfghjklqwertyuiop_1234567890 was verified at 8.8.8.8 during the meeting in London.,"['The', 'encrypted', 'credential', 'asdfghjklqwertyuiop_1234567890', 'was', 'verified', 'at', '8.8.8.8', 'during', 'the', 'meeting', 'in', 'London', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Microsoft's server logged the code 1qaz2wsx3edc4rfv5tgb from IPv6 address fe80::1ff:fe23:4567:890a on Wednesday.,"['Microsoft', ""'s"", 'server', 'logged', 'the', 'code', '1qaz2wsx3edc4rfv5tgb', 'from', 'IPv6', 'address', 'fe80::1ff:fe23:4567:890a', 'on', 'Wednesday', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token a1s2d3f4g5h6j7k8-l0p9o8i7u6y5t4r was sent from 192.168.0.254 to Apple headquarters in Cupertino.,"['The', 'token', 'a1s2d3f4g5h6j7k8-l0p9o8i7u6y5t4r', 'was', 'sent', 'from', '192.168.0.254', 'to', 'Apple', 'headquarters', 'in', 'Cupertino', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'B-geo', 'O']",True
CEO Tim Cook authenticated using the token poiuytrewqlkjhgfdsazxcvbnm_09876 from 2001:db8::1.,"['CEO', 'Tim', 'Cook', 'authenticated', 'using', 'the', 'token', 'poiuytrewqlkjhgfdsazxcvbnm_09876', 'from', '2001:db8::1', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
"At 09:15, the code mnbvcxzlkjhgfdsapoiuytrewq_123456 was verified in Tokyo from 172.16.0.100.","['At', '09:15', ',', 'the', 'code', 'mnbvcxzlkjhgfdsapoiuytrewq_123456', 'was', 'verified', 'in', 'Tokyo', 'from', '172.16.0.100', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
A new token xsw2edc4rfv6tgb8yhn0ujm9ikolpazq was generated for the user from IP 198.51.100.5 during the summit.,"['A', 'new', 'token', 'xsw2edc4rfv6tgb8yhn0ujm9ikolpazq', 'was', 'generated', 'for', 'the', 'user', 'from', 'IP', '198.51.100.5', 'during', 'the', 'summit', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
